id_unico,Serie,Temporada,Episodio,Nombre_Completo,Fecha_alaire,Premier,Cod_Pais,Pais,Tipo_#,Tipo,Estado_Film_#,Estado_Film,Genero_1_#,Genero_1,Genero_2,Genero_3,Genero_4,Avg_Runtime,Avg_rating,pag_web
1977758,tooning-out-the-news-,1,"""Big News""",tooning-out-the-news-1x108-big-news,2020-12-04,2020-04-07,nan,nan,1,regular,1,Running,5,Comedy,,,,15.0,,https://www.tvmaze.com/episodes/1977758/tooning-out-the-news-1x108-big-news
1969215,familiekokkene-,1,Barnebursdag,familiekokkene-1x02-barnebursdag,2020-12-04,2020-11-27,NO,Norway,1,regular,1,Running,10,Food,,,,60.0,,https://www.tvmaze.com/episodes/1969215/familiekokkene-1x02-barnebursdag
1959889,wilmore-,1,America,wilmore-1x11-america,2020-12-04,2020-09-18,US,United States,1,regular,1,Running,5,Comedy,,,,23.0,8.7,https://www.tvmaze.com/episodes/1959889/wilmore-1x11-america
1987427,um-actually-,4,Switcheroo!,um-actually-4x09-switcheroo,2020-12-04,2018-09-28,US,United States,1,regular,1,Running,0,,,,,30.0,,https://www.tvmaze.com/episodes/1987427/um-actually-4x09-switcheroo
1995402,engineering-the-future-,1,Wind,engineering-the-future-1x01-wind,2020-12-04,2020-12-04,nan,nan,1,regular,2,To Be Determined,0,,,,,60.0,,https://www.tvmaze.com/episodes/1995402/engineering-the-future-1x01-wind
1995403,engineering-the-future-,1,Aviation,engineering-the-future-1x02-aviation,2020-12-04,2020-12-04,nan,nan,1,regular,2,To Be Determined,0,,,,,60.0,,https://www.tvmaze.com/episodes/1995403/engineering-the-future-1x02-aviation
1995404,engineering-the-future-,1,Fusion,engineering-the-future-1x03-fusion,2020-12-04,2020-12-04,nan,nan,1,regular,2,To Be Determined,0,,,,,60.0,,https://www.tvmaze.com/episodes/1995404/engineering-the-future-1x03-fusion
2169003,historys-greatest-mysteries-solved-,1,Watergate Whistleblower: Secret Identity Revealed,historys-greatest-mysteries-solved-1x04-watergate-whistleblower-secret-identity-revealed,2020-12-04,2020-11-13,nan,nan,1,regular,1,Running,15,Mystery,History,,,11.0,,https://www.tvmaze.com/episodes/2169003/historys-greatest-mysteries-solved-1x04-watergate-whistleblower-secret-identity-revealed
2341524,trailer-park-boys-park-after-dark-,2,"Pussyvale, Nova Scotia",trailer-park-boys-park-after-dark-2x28-pussyvale-nova-scotia,2020-12-04,2019-04-05,CA,Canada,1,regular,1,Running,5,Comedy,,,,30.0,,https://www.tvmaze.com/episodes/2341524/trailer-park-boys-park-after-dark-2x28-pussyvale-nova-scotia
2308829,pants-on-fire-,2,Episode 1,pants-on-fire-2x01-episode-1,2020-12-04,2019-10-10,nan,nan,1,regular,2,To Be Determined,5,Comedy,,,,60.0,,https://www.tvmaze.com/episodes/2308829/pants-on-fire-2x01-episode-1
2308830,pants-on-fire-,2,Episode 2,pants-on-fire-2x02-episode-2,2020-12-04,2019-10-10,nan,nan,1,regular,2,To Be Determined,5,Comedy,,,,60.0,,https://www.tvmaze.com/episodes/2308830/pants-on-fire-2x02-episode-2
2308831,pants-on-fire-,2,Best Bits,pants-on-fire-2x03-best-bits,2020-12-04,2019-10-10,nan,nan,1,regular,2,To Be Determined,5,Comedy,,,,60.0,,https://www.tvmaze.com/episodes/2308831/pants-on-fire-2x03-best-bits
1978323,zombie,2020,Disney Holiday Magic Quest,zombies-2020-special-disney-holiday-magic-quest,2020-12-04,2018-02-16,nan,nan,0,insignificant_special,1,Running,8,Family,Fantasy,Music,,120.0,,https://www.tvmaze.com/episodes/1978323/zombies-2020-special-disney-holiday-magic-quest
1965175,zombies-addisons-monster-mystery-,1,Feelin' the Power,zombies-addisons-monster-mystery-1x08-feelin-the-power,2020-12-04,2020-10-16,US,United States,1,regular,1,Running,8,Family,Fantasy,Music,,3.0,,https://www.tvmaze.com/episodes/1965175/zombies-addisons-monster-mystery-1x08-feelin-the-power
1951739,205-li,2020,205 Live #210,205-live-2020-12-04-205-live-210,2020-12-04,2016-11-29,US,United States,1,regular,0,Ended,0,,,,,60.0,,https://www.tvmaze.com/episodes/1951739/205-live-2020-12-04-205-live-210
1979826,sim-for-you-,4,Chanyeol's Episode 18,sim-for-you-4x18-chanyeols-episode-18,2020-12-05,2019-03-25,KR,"Korea, Republic of",1,regular,1,Running,0,,,,,16.0,,https://www.tvmaze.com/episodes/1979826/sim-for-you-4x18-chanyeols-episode-18
1968112,po-sezonu-videodajdzest-seasonvar-,6,Выпуск 303,po-sezonu-videodajdzest-seasonvar-6x49-vypusk-303,2020-12-05,2015-02-13,RU,Russian Federation,1,regular,1,Running,0,,,,,8.0,,https://www.tvmaze.com/episodes/1968112/po-sezonu-videodajdzest-seasonvar-6x49-vypusk-303
1980956,soul-land-,7,第133集,soul-land-7x03-di133ji,2020-12-05,2018-01-13,CN,China,1,regular,1,Running,1,Action,Adventure,Anime,Fantasy,20.0,,https://www.tvmaze.com/episodes/1980956/soul-land-7x03-di133ji
2386104,xian-feng-jian-yu-lu-1,1,Episode 45,xian-feng-jian-yu-lu-1x45-episode-45,2020-12-05,2020-07-11,CN,China,1,regular,1,Running,1,Action,Anime,Fantasy,Supernatural,7.0,,https://www.tvmaze.com/episodes/2386104/xian-feng-jian-yu-lu-1x45-episode-45
1962056,heaven-officials-blessing-,1,Scorpion-Tailed Snake Shadow,heaven-officials-blessing-1x07-scorpion-tailed-snake-shadow,2020-12-05,2020-10-31,CN,China,1,regular,1,Running,7,Drama,Anime,Fantasy,Romance,25.0,,https://www.tvmaze.com/episodes/1962056/heaven-officials-blessing-1x07-scorpion-tailed-snake-shadow
1972559,the-wolf-,1,Episode 17,the-wolf-1x17-episode-17,2020-12-05,2020-11-19,CN,China,1,regular,0,Ended,7,Drama,Romance,History,,45.0,,https://www.tvmaze.com/episodes/1972559/the-wolf-1x17-episode-17
1972560,the-wolf-,1,Episode 18,the-wolf-1x18-episode-18,2020-12-05,2020-11-19,CN,China,1,regular,0,Ended,7,Drama,Romance,History,,45.0,,https://www.tvmaze.com/episodes/1972560/the-wolf-1x18-episode-18
2113317,klassen-,3,Bursdagstyven,klassen-3x16-bursdagstyven,2020-12-05,2019-09-06,NO,Norway,1,regular,1,Running,7,Drama,Comedy,Children,,11.0,,https://www.tvmaze.com/episodes/2113317/klassen-3x16-bursdagstyven
1969218,team-ingebrigtsen-,4,Episode 1,team-ingebrigtsen-4x01-episode-1,2020-12-05,2016-03-17,NO,Norway,1,regular,2,To Be Determined,8,Family,Sports,,,47.0,,https://www.tvmaze.com/episodes/1969218/team-ingebrigtsen-4x01-episode-1
1980944,team-ingebrigtsen-,4,Episode 2,team-ingebrigtsen-4x02-episode-2,2020-12-05,2016-03-17,NO,Norway,1,regular,2,To Be Determined,8,Family,Sports,,,47.0,,https://www.tvmaze.com/episodes/1980944/team-ingebrigtsen-4x02-episode-2
1977313,stjernestov-,1,Episode 5,stjernestov-1x05-episode-5,2020-12-05,2020-12-01,NO,Norway,1,regular,0,Ended,7,Drama,Children,Family,,20.0,,https://www.tvmaze.com/episodes/1977313/stjernestov-1x05-episode-5
1973849,im-a-celebritythe-daily-drop-,1,"Chelcee Grimes, Shane Richie, Chris Kamara",im-a-celebritythe-daily-drop-1x18-chelcee-grimes-shane-richie-chris-kamara,2020-12-05,2020-11-16,GB,United Kingdom,1,regular,0,Ended,0,,,,,30.0,,https://www.tvmaze.com/episodes/1973849/im-a-celebritythe-daily-drop-1x18-chelcee-grimes-shane-richie-chris-kamara
2212165,zombety-,1,6 серия,zombety-1x06-6-seria,2020-12-05,2020-11-07,KZ,Kazakhstan,1,regular,2,To Be Determined,5,Comedy,Horror,,,,,https://www.tvmaze.com/episodes/2212165/zombety-1x06-6-seria
2041863,fandom-tour-,1,Stray Kids의 마지막 추억여행,fandom-tour-1x12-stray-kidsui-majimag-chueog-yeohaeng,2020-12-05,2020-09-19,KR,"Korea, Republic of",1,regular,0,Ended,5,Comedy,Music,Travel,,17.0,,https://www.tvmaze.com/episodes/2041863/fandom-tour-1x12-stray-kidsui-majimag-chueog-yeohaeng
1979373,melon-,2020,Day 4,melon-music-awards-2020-12-05-day-4,2020-12-05,2009-12-19,KR,"Korea, Republic of",1,regular,1,Running,14,Music,,,,300.0,,https://www.tvmaze.com/episodes/1979373/melon-music-awards-2020-12-05-day-4
2137600,its-okay-to-be-sensitive-2020-,1,Episode 2,its-okay-to-be-sensitive-2020-1x02-episode-2,2020-12-05,2020-12-03,KR,"Korea, Republic of",1,regular,0,Ended,7,Drama,,,,,,https://www.tvmaze.com/episodes/2137600/its-okay-to-be-sensitive-2020-1x02-episode-2
1965921,new-ja,2020,BEST OF THE SUPER Jr.27 Night 8,new-japan-pro-wrestling-2020-12-05-best-of-the-super-jr27-night-8,2020-12-05,2015-01-04,JP,Japan,1,regular,1,Running,0,,,,,99.0,,https://www.tvmaze.com/episodes/1965921/new-japan-pro-wrestling-2020-12-05-best-of-the-super-jr27-night-8
2153993,oteren-svenn-,1,Vinter og snø,oteren-svenn-1x01-vinter-og-sno,2020-12-05,2020-12-05,NO,Norway,1,regular,2,To Be Determined,0,,,,,5.0,,https://www.tvmaze.com/episodes/2153993/oteren-svenn-1x01-vinter-og-sno
2153994,oteren-svenn-,1,Hyttetur,oteren-svenn-1x02-hyttetur,2020-12-05,2020-12-05,NO,Norway,1,regular,2,To Be Determined,0,,,,,5.0,,https://www.tvmaze.com/episodes/2153994/oteren-svenn-1x02-hyttetur
2153995,oteren-svenn-,1,Innedag,oteren-svenn-1x03-innedag,2020-12-05,2020-12-05,NO,Norway,1,regular,2,To Be Determined,0,,,,,5.0,,https://www.tvmaze.com/episodes/2153995/oteren-svenn-1x03-innedag
2153996,oteren-svenn-,1,Fisk under isen,oteren-svenn-1x04-fisk-under-isen,2020-12-05,2020-12-05,NO,Norway,1,regular,2,To Be Determined,0,,,,,5.0,,https://www.tvmaze.com/episodes/2153996/oteren-svenn-1x04-fisk-under-isen
2153997,oteren-svenn-,1,Pølser og kakao,oteren-svenn-1x05-polser-og-kakao,2020-12-05,2020-12-05,NO,Norway,1,regular,2,To Be Determined,0,,,,,5.0,,https://www.tvmaze.com/episodes/2153997/oteren-svenn-1x05-polser-og-kakao
2153998,oteren-svenn-,1,Ingen vil leke,oteren-svenn-1x06-ingen-vil-leke,2020-12-05,2020-12-05,NO,Norway,1,regular,2,To Be Determined,0,,,,,5.0,,https://www.tvmaze.com/episodes/2153998/oteren-svenn-1x06-ingen-vil-leke
2153999,oteren-svenn-,1,Småfisk til frokost,oteren-svenn-1x07-smafisk-til-frokost,2020-12-05,2020-12-05,NO,Norway,1,regular,2,To Be Determined,0,,,,,5.0,,https://www.tvmaze.com/episodes/2153999/oteren-svenn-1x07-smafisk-til-frokost
2154000,oteren-svenn-,1,Bursdag,oteren-svenn-1x08-bursdag,2020-12-05,2020-12-05,NO,Norway,1,regular,2,To Be Determined,0,,,,,5.0,,https://www.tvmaze.com/episodes/2154000/oteren-svenn-1x08-bursdag
2154001,oteren-svenn-,1,Bollebaking,oteren-svenn-1x09-bollebaking,2020-12-05,2020-12-05,NO,Norway,1,regular,2,To Be Determined,0,,,,,5.0,,https://www.tvmaze.com/episodes/2154001/oteren-svenn-1x09-bollebaking
2154002,oteren-svenn-,1,Badebassenget,oteren-svenn-1x10-badebassenget,2020-12-05,2020-12-05,NO,Norway,1,regular,2,To Be Determined,0,,,,,5.0,,https://www.tvmaze.com/episodes/2154002/oteren-svenn-1x10-badebassenget
2182116,hjem-til-jul-,1,Episode 1,hjem-til-jul-1x01-episode-1,2020-12-05,2020-12-05,NO,Norway,1,regular,0,Ended,0,,,,,21.0,,https://www.tvmaze.com/episodes/2182116/hjem-til-jul-1x01-episode-1
1969054,epic-rap-battles-of-history-,7,Harry Potter vs Luke Skywalker. Epic Rap Battles Of History,epic-rap-battles-of-history-7x03-harry-potter-vs-luke-skywalker-epic-rap-battles-of-history,2020-12-05,2010-09-26,nan,nan,1,regular,1,Running,5,Comedy,Music,,,3.0,,https://www.tvmaze.com/episodes/1969054/epic-rap-battles-of-history-7x03-harry-potter-vs-luke-skywalker-epic-rap-battles-of-history
2176122,scisho,2020,Catfish Walking on Land Find Water by its Smell,scishow-2020-12-05-catfish-walking-on-land-find-water-by-its-smell,2020-12-05,2012-01-02,nan,nan,1,regular,1,Running,0,,,,,9.0,,https://www.tvmaze.com/episodes/2176122/scishow-2020-12-05-catfish-walking-on-land-find-water-by-its-smell
1979849,neznyj-redaktor-,6,ЧАЙЛДФРИ или рожать? Зачем нужны дети? Интенсивное материнство | ПОДРУГИ,neznyj-redaktor-6x01-cajldfri-ili-rozat-zacem-nuzny-deti-intensivnoe-materinstvo-podrugi,2020-12-05,2017-10-17,nan,nan,1,regular,1,Running,0,,,,,58.0,,https://www.tvmaze.com/episodes/1979849/neznyj-redaktor-6x01-cajldfri-ili-rozat-zacem-nuzny-deti-intensivnoe-materinstvo-podrugi
2130270,wowcraft-1x52-e,1,EXPAC-tations,wowcraft-1x52-expac-tations,2020-12-05,2014-03-27,nan,nan,1,regular,1,Running,5,Comedy,,,,2.0,,https://www.tvmaze.com/episodes/2130270/wowcraft-1x52-expac-tations
1980954,jachtseizoen-,5,Gaby Blaaser op de vlucht,jachtseizoen-5x06-gaby-blaaser-op-de-vlucht,2020-12-05,2016-12-17,nan,nan,1,regular,1,Running,0,,,,,30.0,,https://www.tvmaze.com/episodes/1980954/jachtseizoen-5x06-gaby-blaaser-op-de-vlucht
2042002,game-c,2020,GCW Slime Season,game-changer-wrestling-2020-12-05-gcw-slime-season,2020-12-05,2000-01-29,nan,nan,1,regular,1,Running,0,,,,,129.0,,https://www.tvmaze.com/episodes/2042002/game-changer-wrestling-2020-12-05-gcw-slime-season
1980208,world-war-two-week-by-week-,3,"December 5, 1941",world-war-two-week-by-week-3x14-december-5-1941,2020-12-05,2018-09-01,nan,nan,1,regular,1,Running,21,War,History,,,15.0,,https://www.tvmaze.com/episodes/1980208/world-war-two-week-by-week-3x14-december-5-1941
1946581,detention-,1,Devil,detention-1x01-devil,2020-12-05,2020-12-05,nan,nan,1,regular,2,To Be Determined,7,Drama,Horror,Thriller,,51.0,,https://www.tvmaze.com/episodes/1946581/detention-1x01-devil
1981049,detention-,1,Who am I?,detention-1x02-who-am-i,2020-12-05,2020-12-05,nan,nan,1,regular,2,To Be Determined,7,Drama,Horror,Thriller,,51.0,,https://www.tvmaze.com/episodes/1981049/detention-1x02-who-am-i
1965950,i-told-sunset-about-you-the-documentary-,1,All the Significance,i-told-sunset-about-you-the-documentary-1x08-all-the-significance,2020-12-05,2020-10-24,nan,nan,1,regular,0,Ended,0,,,,,21.0,,https://www.tvmaze.com/episodes/1965950/i-told-sunset-about-you-the-documentary-1x08-all-the-significance
2039935,tregayes-way-in-the-kitchen-,1,Birthday Bash,tregayes-way-in-the-kitchen-1x04-birthday-bash,2020-12-05,2020-11-14,nan,nan,1,regular,1,Running,10,Food,,,,60.0,,https://www.tvmaze.com/episodes/2039935/tregayes-way-in-the-kitchen-1x04-birthday-bash
2118377,yaar-jigree-kasooti-degree-,2,ALLEGATION,yaar-jigree-kasooti-degree-2x11-allegation,2020-12-05,2018-09-15,nan,nan,1,regular,1,Running,0,,,,,,,https://www.tvmaze.com/episodes/2118377/yaar-jigree-kasooti-degree-2x11-allegation
2181795,i-like-to-watch-,3,Big Mouth,i-like-to-watch-3x07-big-mouth,2020-12-05,2019-11-21,nan,nan,1,regular,1,Running,5,Comedy,,,,18.0,,https://www.tvmaze.com/episodes/2181795/i-like-to-watch-3x07-big-mouth
2289320,blippi,2020,Blippi Decorates The Christmas Tree | Educational Videos For Kids,blippi-2020-12-05-blippi-decorates-the-christmas-tree-educational-videos-for-kids,2020-12-05,2014-09-23,nan,nan,1,regular,1,Running,0,,,,,,,https://www.tvmaze.com/episodes/2289320/blippi-2020-12-05-blippi-decorates-the-christmas-tree-educational-videos-for-kids
2318097,bride-of-beirut-,2,Episode 41,bride-of-beirut-2x41-episode-41,2020-12-05,2019-09-01,nan,nan,1,regular,1,Running,7,Drama,Romance,,,,,https://www.tvmaze.com/episodes/2318097/bride-of-beirut-2x41-episode-41
1953787,after-dark-the-series-,1,Death Channel - Part 2,after-dark-the-series-1x08-death-channel-part-2,2020-12-05,2020-10-24,nan,nan,1,regular,0,Ended,12,Horror,,,,56.0,,https://www.tvmaze.com/episodes/1953787/after-dark-the-series-1x08-death-channel-part-2
2303539,kamen-rider-saber-,1,"Chapter 13: I, Will Stay True, To My Convictions.",kamen-rider-saber-1x13-chapter-13-i-will-stay-true-to-my-convictions,2020-12-05,2020-09-05,JP,Japan,1,regular,0,Ended,7,Drama,Action,Fantasy,,23.0,,https://www.tvmaze.com/episodes/2303539/kamen-rider-saber-1x13-chapter-13-i-will-stay-true-to-my-convictions
2311212,ano-ko-no-yume-wo-mitan-desu-,1,"""See You Tomorrow""",ano-ko-no-yume-wo-mitan-desu-1x10-see-you-tomorrow,2020-12-05,2020-10-03,JP,Japan,1,regular,0,Ended,7,Drama,Romance,Mystery,,29.0,,https://www.tvmaze.com/episodes/2311212/ano-ko-no-yume-wo-mitan-desu-1x10-see-you-tomorrow
1977381,rwby-,8,Amity,rwby-8x05-amity,2020-12-05,2013-07-18,US,United States,1,regular,1,Running,1,Action,Adventure,Anime,Science-Fiction,13.0,6.3,https://www.tvmaze.com/episodes/1977381/rwby-8x05-amity
1961286,wwe-ta,2020,"December 5, 2020",wwe-talking-smack-2020-12-05-december-5-2020,2020-12-05,2016-08-02,US,United States,1,regular,1,Running,19,Sports,,,,30.0,,https://www.tvmaze.com/episodes/1961286/wwe-talking-smack-2020-12-05-december-5-2020
2042786,ufc-fi,2020,UFC Fight Night 197: Hermansson vs. Vettori,ufc-fight-pass-prelims-2020-12-05-ufc-fight-night-197-hermansson-vs-vettori,2020-12-05,2017-01-15,US,United States,1,regular,1,Running,0,,,,,74.0,,https://www.tvmaze.com/episodes/2042786/ufc-fight-pass-prelims-2020-12-05-ufc-fight-night-197-hermansson-vs-vettori
1943279,rail-romanesque-,1,Blooming Fans,rail-romanesque-1x10-blooming-fans,2020-12-05,2020-10-03,nan,nan,1,regular,0,Ended,5,Comedy,Anime,Science-Fiction,,5.0,,https://www.tvmaze.com/episodes/1943279/rail-romanesque-1x10-blooming-fans
2037518,lovely-bites-by-chef-lovely-,1,Throw It on the Grill,lovely-bites-by-chef-lovely-1x04-throw-it-on-the-grill,2020-12-05,2020-11-14,nan,nan,1,regular,1,Running,0,,,,,25.0,,https://www.tvmaze.com/episodes/2037518/lovely-bites-by-chef-lovely-1x04-throw-it-on-the-grill
1967067,maskorama-,1,Episode 5,maskorama-1x05-episode-5,2020-12-05,2020-11-07,NO,Norway,1,regular,1,Running,14,Music,,,,88.0,,https://www.tvmaze.com/episodes/1967067/maskorama-1x05-episode-5
1969219,eides-spraksjov-,6,Songar frå nyheitene,eides-spraksjov-6x03-songar-fra-nyheitene,2020-12-05,2017-01-11,NO,Norway,1,regular,1,Running,5,Comedy,,,,43.0,,https://www.tvmaze.com/episodes/1969219/eides-spraksjov-6x03-songar-fra-nyheitene
1977712,onyx-equinox-1,1,Thicker Than Water,onyx-equinox-1x03-thicker-than-water,2020-12-05,2020-11-21,nan,nan,1,regular,0,Ended,1,Action,Adventure,Fantasy,,24.0,8.0,https://www.tvmaze.com/episodes/1977712/onyx-equinox-1x03-thicker-than-water
2153702,field-trip-with-curtis-stone-,2,Hawai'i,field-trip-with-curtis-stone-2x06-hawaii,2020-12-05,2019-10-07,US,United States,1,regular,2,To Be Determined,10,Food,Travel,,,30.0,,https://www.tvmaze.com/episodes/2153702/field-trip-with-curtis-stone-2x06-hawaii
1984186,ufc-fi,2020,UFC on ESPN 19: Hermansson vs. Vettori,ufc-fight-night-2020-12-05-ufc-on-espn-19-hermansson-vs-vettori,2020-12-05,2005-08-06,US,United States,1,regular,1,Running,0,,,,,193.0,,https://www.tvmaze.com/episodes/1984186/ufc-fight-night-2020-12-05-ufc-on-espn-19-hermansson-vs-vettori
2269800,manaki-,1,Голос зверя. Дело архангельского маньяка,manaki-1x07-golos-zvera-delo-arhangelskogo-manaka,2020-12-06,2020-05-22,RU,Russian Federation,1,regular,2,To Be Determined,0,,,,,40.0,,https://www.tvmaze.com/episodes/2269800/manaki-1x07-golos-zvera-delo-arhangelskogo-manaka
1956338,hero-return-,1,Episode 9,hero-return-1x09-episode-9,2020-12-06,2020-10-18,CN,China,1,regular,1,Running,1,Action,Anime,Science-Fiction,,16.0,,https://www.tvmaze.com/episodes/1956338/hero-return-1x09-episode-9
1978217,swallowed-star-,1,Episode 3,swallowed-star-1x03-episode-3,2020-12-06,2020-11-29,CN,China,1,regular,1,Running,3,Anime,Science-Fiction,,,21.0,,https://www.tvmaze.com/episodes/1978217/swallowed-star-1x03-episode-3
2052506,wu-shen-zhu-zai-,1,Episode 81,wu-shen-zhu-zai-1x81-episode-81,2020-12-06,2020-03-08,CN,China,1,regular,1,Running,1,Action,Adventure,Anime,Fantasy,8.0,,https://www.tvmaze.com/episodes/2052506/wu-shen-zhu-zai-1x81-episode-81
2138924,tokyo-,2020,TJPW Fall Tour '20 ~ WOMM (Wrestling Of My Mind) ~,tokyo-joshi-pro-wrestling-2020-12-06-tjpw-fall-tour-20-womm-wrestling-of-my-mind,2020-12-06,2013-01-30,JP,Japan,1,regular,1,Running,0,,,,,120.0,,https://www.tvmaze.com/episodes/2138924/tokyo-joshi-pro-wrestling-2020-12-06-tjpw-fall-tour-20-womm-wrestling-of-my-mind
2012320,mans-diary-,2,Episode 5,mans-diary-2x05-episode-5,2020-12-06,2019-07-21,CN,China,1,regular,1,Running,3,Anime,Supernatural,,,12.0,,https://www.tvmaze.com/episodes/2012320/mans-diary-2x05-episode-5
1957067,atlantic-crossing-,1,Gaven,atlantic-crossing-1x07-gaven,2020-12-06,2020-10-25,NO,Norway,1,regular,0,Ended,7,Drama,War,History,,55.0,8.3,https://www.tvmaze.com/episodes/1957067/atlantic-crossing-1x07-gaven
1977314,stjernestov-,1,Episode 6,stjernestov-1x06-episode-6,2020-12-06,2020-12-01,NO,Norway,1,regular,0,Ended,7,Drama,Children,Family,,20.0,,https://www.tvmaze.com/episodes/1977314/stjernestov-1x06-episode-6
1974049,love-revolution-,1,Episode 23,love-revolution-1x23-episode-23,2020-12-06,2020-09-01,KR,"Korea, Republic of",1,regular,0,Ended,7,Drama,Comedy,Romance,,20.0,,https://www.tvmaze.com/episodes/1974049/love-revolution-1x23-episode-23
1965922,new-ja,2020,WORLD TAG LEAGUE 2020/BEST OF THE SUPER Jr.27 Night 9,new-japan-pro-wrestling-2020-12-06-world-tag-league-2020best-of-the-super-jr27-night-9,2020-12-06,2015-01-04,JP,Japan,1,regular,1,Running,0,,,,,99.0,,https://www.tvmaze.com/episodes/1965922/new-japan-pro-wrestling-2020-12-06-world-tag-league-2020best-of-the-super-jr27-night-9
1981693,meisje-van-plezier-,3,Aflevering 1,meisje-van-plezier-3x01-aflevering-1,2020-12-06,2017-09-10,NL,Netherlands,1,regular,0,Ended,7,Drama,,,,48.0,,https://www.tvmaze.com/episodes/1981693/meisje-van-plezier-3x01-aflevering-1
1981694,meisje-van-plezier-,3,Aflevering 2,meisje-van-plezier-3x02-aflevering-2,2020-12-06,2017-09-10,NL,Netherlands,1,regular,0,Ended,7,Drama,,,,48.0,,https://www.tvmaze.com/episodes/1981694/meisje-van-plezier-3x02-aflevering-2
1981695,meisje-van-plezier-,3,Aflevering 3,meisje-van-plezier-3x03-aflevering-3,2020-12-06,2017-09-10,NL,Netherlands,1,regular,0,Ended,7,Drama,,,,48.0,,https://www.tvmaze.com/episodes/1981695/meisje-van-plezier-3x03-aflevering-3
1981696,meisje-van-plezier-,3,Aflevering 4,meisje-van-plezier-3x04-aflevering-4,2020-12-06,2017-09-10,NL,Netherlands,1,regular,0,Ended,7,Drama,,,,48.0,,https://www.tvmaze.com/episodes/1981696/meisje-van-plezier-3x04-aflevering-4
1981697,meisje-van-plezier-,3,Aflevering 5,meisje-van-plezier-3x05-aflevering-5,2020-12-06,2017-09-10,NL,Netherlands,1,regular,0,Ended,7,Drama,,,,48.0,,https://www.tvmaze.com/episodes/1981697/meisje-van-plezier-3x05-aflevering-5
1981698,meisje-van-plezier-,3,Aflevering 6,meisje-van-plezier-3x06-aflevering-6,2020-12-06,2017-09-10,NL,Netherlands,1,regular,0,Ended,7,Drama,,,,48.0,,https://www.tvmaze.com/episodes/1981698/meisje-van-plezier-3x06-aflevering-6
1981699,meisje-van-plezier-,3,Aflevering 7,meisje-van-plezier-3x07-aflevering-7,2020-12-06,2017-09-10,NL,Netherlands,1,regular,0,Ended,7,Drama,,,,48.0,,https://www.tvmaze.com/episodes/1981699/meisje-van-plezier-3x07-aflevering-7
1981700,meisje-van-plezier-,3,Aflevering 8,meisje-van-plezier-3x08-aflevering-8,2020-12-06,2017-09-10,NL,Netherlands,1,regular,0,Ended,7,Drama,,,,48.0,,https://www.tvmaze.com/episodes/1981700/meisje-van-plezier-3x08-aflevering-8
1977249,30-monedas-,1,Ouija,30-monedas-1x02-ouija,2020-12-06,2020-11-29,nan,nan,1,regular,1,Running,12,Horror,Thriller,Mystery,,64.0,9.0,https://www.tvmaze.com/episodes/1977249/30-monedas-1x02-ouija
1969247,norge-i-krise-,1,Episode 4,norge-i-krise-1x04-episode-4,2020-12-06,2020-10-13,NO,Norway,1,regular,1,Running,0,,,,,38.0,,https://www.tvmaze.com/episodes/1969247/norge-i-krise-1x04-episode-4
2111758,by-ana-milan-,1,Cuando perdí ese lunar,by-ana-milan-1x05-cuando-perdi-ese-lunar,2020-12-06,2020-11-08,ES,Spain,1,regular,1,Running,5,Comedy,,,,,,https://www.tvmaze.com/episodes/2111758/by-ana-milan-1x05-cuando-perdi-ese-lunar
1982656,jakten-pa-en-mordare-,1,Episode 5,jakten-pa-en-mordare-1x05-episode-5,2020-12-06,2020-11-15,SE,Sweden,1,regular,0,Ended,7,Drama,Crime,Mystery,,60.0,8.0,https://www.tvmaze.com/episodes/1982656/jakten-pa-en-mordare-1x05-episode-5
1990226,lassemajas-detektivbyra-,1,Brandkårsmysteriet,lassemajas-detektivbyra-1x01-brandkarsmysteriet,2020-12-06,2020-12-06,SE,Sweden,1,regular,1,Running,7,Drama,Family,Mystery,,42.0,,https://www.tvmaze.com/episodes/1990226/lassemajas-detektivbyra-1x01-brandkarsmysteriet
1990227,lassemajas-detektivbyra-,1,Skolmysteriet,lassemajas-detektivbyra-1x02-skolmysteriet,2020-12-06,2020-12-06,SE,Sweden,1,regular,1,Running,7,Drama,Family,Mystery,,42.0,,https://www.tvmaze.com/episodes/1990227/lassemajas-detektivbyra-1x02-skolmysteriet
2178561,oiiiginaler-,1,Godteriku,oiiiginaler-1x02-godteriku,2020-12-06,2020-11-29,NO,Norway,1,regular,2,To Be Determined,4,Children,,,,5.0,,https://www.tvmaze.com/episodes/2178561/oiiiginaler-1x02-godteriku
1967755,0-z-majklom-surom-,5,"Потап VS Morgenshtern, Поплавський і маячня, Зеленський і корупція: #@)₴?$0 з Майклом Щуром #14",0-z-majklom-surom-5x14-potap-vs-morgenshtern-poplavskij-i-maacna-zelenskij-i-korupcia-0-z-majklom-surom-14,2020-12-06,2016-11-06,nan,nan,1,regular,1,Running,5,Comedy,Family,,,30.0,,https://www.tvmaze.com/episodes/1967755/0-z-majklom-surom-5x14-potap-vs-morgenshtern-poplavskij-i-maacna-zelenskij-i-korupcia-0-z-majklom-surom-14
